index,Date,value,VOO,VWO,VOO_%_change,VWO_%_change
163,2024-05-01,5.33,451.15972900390625,40.5752067565918,-4.195232871666432,0.6676221838223473
164,2024-06-01,5.33,475.8988037109375,41.8149528503418,5.483440368592163,3.0554276683965265
165,2024-07-01,5.33,493.4684753417969,42.31380844116211,3.6918923716251273,1.1930076606943674
166,2024-08-01,5.33,491.2535400390625,42.024383544921875,-0.4488504156623607,-0.6839963286280004
167,2024-09-01,5.13,499.650634765625,42.487464904785156,1.7093199421819527,1.1019349263464484
168,2024-10-01,4.83,516.1973266601562,46.64798355102539,3.3116523312920254,9.792343825558891
169,2024-11-01,4.64,518.3698120117188,45.070804595947266,0.4208633480569768,-3.381022790305488
170,2024-12-01,4.48,548.0634155273438,44.31607437133789,5.728266351080213,-1.6745434907927903
171,2025-01-01,4.33,532.431884765625,43.522979736328125,-2.852139062534975,-1.789631970476857
172,2025-02-01,4.33,544.557373046875,43.740989685058594,2.2773783141457837,0.5009076815310376
173,2025-03-01,4.33,531.89697265625,43.89954376220703,-2.3248974336328,0.3624839727908613
174,2025-04-01,4.33,512.7460327148438,45.04529571533203,-3.6004980148256926,2.6099404570836926
175,2025-05-01,4.33,510.3105163574219,44.86674118041992,-0.47499467612192037,-0.3963888616482891
176,2025-06-01,4.33,541.6836547851562,46.94987869262695,6.147852615633842,4.642943653585707
177,2025-07-01,4.33,566.15087890625,49.403785705566406,4.516884329987403,5.226652509593843
178,2025-08-01,4.33,569.8203735351562,49.28440475463867,0.6481478287193365,-0.24164332595727478
179,2025-09-01,4.22,587.0311889648438,51.194496154785156,3.0203931324729316,3.875650745212056
